trans_date_trans_time,category,amt,gender,city_pop,dob,is_fraud,trans_year,age,age_group,Region,is_weekend,day_period,trans_month,job_sector
2020-05-28 21:27:15,8,817.94,1,5341,1994,1,1,26,1,1,0,3,8,4
2020-03-12 22:41:19,8,818.01,0,64438,1968,1,1,52,2,1,0,3,7,8
2020-01-08 22:57:44,10,22.89,1,337,1986,1,1,34,1,4,0,3,4,8
2019-05-04 23:57:55,9,50.21,0,1038,1964,1,0,55,2,1,0,3,8,8
2019-11-30 23:08:59,9,49.96,1,301,1967,1,0,52,2,4,0,3,9,8
2020-02-17 02:12:59,8,761.08,0,917,1995,1,1,25,1,0,0,3,3,9
2019-04-30 22:58:06,4,305.5,0,1725,1967,1,0,52,2,0,0,3,0,7
2019-11-03 22:52:15,5,18.89,0,2526,1970,1,0,49,2,4,1,3,9,3
2020-05-02 03:50:06,4,255.44,0,3487,1960,1,1,60,2,2,0,3,8,8
2019-10-18 22:51:39,11,1128.1,1,7987,1964,1,0,55,2,2,1,3,10,8
2019-01-13 23:55:25,8,916.87,1,277,1971,1,0,48,2,2,1,3,4,8
2019-05-12 01:30:33,11,1152.92,0,641349,1976,1,0,43,2,3,1,3,8,4
2019-06-29 22:02:22,11,1268.18,1,2208,1961,1,0,58,2,1,0,3,6,3
2019-03-01 05:58:33,1,101.79,0,1526206,1972,1,0,47,2,2,1,3,7,8
2019-03-23 23:15:00,5,19.98,0,1577385,1981,1,0,38,2,2,0,3,7,8
2020-02-03 01:38:16,4,303.74,0,4542,1998,1,1,22,1,2,0,3,3,6
2019-11-03 22:50:51,1,143.54,1,28425,1970,1,0,49,2,2,1,3,9,8
2020-03-17 22:12:41,11,909.8,1,137,1967,1,1,53,2,1,0,3,7,4
2020-03-30 23:11:50,4,324.86,1,648,1969,1,1,51,2,3,0,3,7,8
2020-02-02 02:07:47,4,352.89,0,71485,1974,1,1,46,2,2,1,3,3,7
2020-04-06 01:05:42,4,364.91,0,2523,1988,1,1,32,1,1,0,3,0,8
2020-05-25 22:28:41,10,47.97,1,277,1965,1,1,55,2,0,0,3,8,8
2020-02-15 22:32:21,12,972.15,0,260,1956,1,1,64,3,0,0,3,3,8
2019-01-05 22:05:50,11,1177.79,0,602,1954,1,0,65,3,1,0,3,4,8
2019-12-11 23:59:20,6,250.51,0,460,2004,1,0,15,0,1,0,3,2,8
2020-03-31 22:27:45,11,952.54,0,3994,1936,1,1,84,3,4,0,3,7,8
2019-04-28 02:28:24,2,8.99,0,2135,2004,1,0,15,0,1,1,3,0,3
2020-03-20 22:25:44,12,896.58,0,2054,1963,1,1,57,2,2,1,3,7,8
2019-10-30 00:35:25,4,286.42,1,1078,1989,1,0,30,1,4,0,3,10,8
2019-01-30 22:59:20,10,19.69,0,540,1983,1,0,36,2,4,0,3,4,1
2019-01-09 22:35:53,1,95.94,0,1228,1990,1,0,29,1,2,0,3,4,3
2020-04-17 22:35:33,8,762.27,1,1966,1947,1,1,73,3,2,1,3,0,4
2019-07-07 01:25:21,4,325.74,0,1304,1970,1,0,49,2,2,1,3,5,8
2019-05-13 01:34:53,4,289.58,1,151815,1988,1,0,31,1,3,0,3,8,1
2019-07-08 14:15:55,12,1096.85,0,1383,1999,1,0,20,1,4,0,0,5,4
2019-05-21 23:40:29,10,20.17,0,5161,1993,1,0,26,1,4,0,3,8,4
2019-05-21 04:15:06,3,14.43,0,5161,1993,1,0,26,1,4,0,3,8,4
2020-03-31 22:53:07,1,112.24,1,648,1969,1,1,51,2,3,0,3,7,8
2020-03-23 23:26:49,11,1059.78,1,737,1987,1,1,33,1,2,0,3,7,8
2020-06-20 18:12:40,11,965.05,1,1306,1958,1,1,62,3,1,0,1,6,8
2019-03-22 01:54:09,4,282.17,1,239,1996,1,0,23,1,0,1,3,7,8
2019-01-19 23:48:31,12,939.35,1,24840,1960,1,0,59,2,1,0,3,4,2
2019-07-28 03:24:55,4,313.38,1,239,1956,1,0,63,3,2,1,3,5,8
2019-08-04 23:50:55,11,966.41,1,4354,1994,1,0,25,1,2,1,3,1,1
2019-04-12 03:08:26,4,345.91,1,800,1932,1,0,87,3,4,1,3,0,3
2019-05-16 23:25:45,8,823.01,0,5778,1952,1,0,67,3,4,0,3,8,8
2019-06-13 22:50:15,8,835.45,0,297,1961,1,0,58,2,4,0,3,6,8
2019-08-11 00:08:19,4,313.72,1,895,1999,1,0,20,1,0,1,3,1,8
2019-11-01 23:46:12,8,806.95,1,626,1960,1,0,59,2,4,1,3,9,4
2019-02-21 23:34:07,8,934.81,1,2916,1935,1,0,84,3,1,0,3,3,9
2019-11-14 02:20:51,2,9.56,1,601723,1991,1,0,28,1,4,0,3,9,3
2020-05-14 00:49:29,4,289.46,0,1423,1998,1,1,22,1,1,0,3,8,8
2019-02-25 23:23:30,13,9.15,0,121,1996,1,0,23,1,1,0,3,3,8
2019-04-13 22:35:09,12,932.2,1,800,1932,1,0,87,3,4,0,3,0,3
2019-09-24 22:12:17,6,232.88,0,22191,1994,1,0,25,1,4,0,3,11,8
2020-05-25 23:11:39,11,1150.49,1,153,1962,1,1,58,2,1,0,3,8,0
2019-05-11 23:15:47,7,19.94,0,6508,1981,1,0,38,2,2,0,3,8,8
2020-01-27 23:17:38,7,21.46,0,9521,1977,1,1,43,2,4,0,3,4,8
2019-03-23 18:45:06,9,7.21,1,673342,1967,1,0,52,2,1,0,1,7,7
2020-06-17 23:19:28,6,234.58,0,2401,1972,1,1,48,2,1,0,3,6,8
2020-05-11 23:02:15,1,145.21,1,1195,1974,1,1,46,2,1,0,3,8,8
2020-04-09 22:22:01,8,825.99,0,3066,1928,1,1,92,3,2,0,3,0,7
2019-12-30 22:34:05,10,19.7,0,4870,1957,1,0,62,3,4,0,3,2,8
2020-05-24 22:38:45,11,919.05,1,153,1962,1,1,58,2,1,1,3,8,0
2019-10-14 03:31:54,4,308.58,0,761,1943,1,0,76,3,0,0,3,10,8
2020-02-07 02:43:58,4,309.99,1,409656,1985,1,1,35,1,1,1,3,3,7
2020-02-24 23:27:51,8,844.8,1,899,1967,1,1,53,2,3,0,3,3,4
2019-01-28 23:30:31,8,658.54,0,22305,1939,1,0,80,3,1,0,3,4,7
2019-02-13 14:24:02,11,1078.8,1,272,2001,1,0,18,0,1,0,0,3,8
2020-01-04 01:09:38,4,286.39,1,134056,1956,1,1,64,3,1,0,3,4,8
2020-05-25 22:33:36,12,877.27,0,528,1972,1,1,48,2,2,0,3,8,8
2019-05-27 22:48:31,11,857.84,1,564,1996,1,0,23,1,4,0,3,8,2
2019-05-24 02:30:58,4,271.11,1,95,1994,1,0,25,1,1,1,3,8,4
2019-09-23 07:05:26,4,305.63,1,911,1970,1,0,49,2,4,0,2,11,8
2019-01-31 23:15:33,6,281.8,0,601723,1986,1,0,33,1,4,0,3,4,8
2019-03-22 00:37:01,2,9.86,1,673342,1967,1,0,52,2,1,1,3,7,7
2019-02-07 14:16:23,12,768.32,0,581,1967,1,0,52,2,4,0,0,3,5
2019-04-14 03:48:41,4,332.61,1,1565,1968,1,0,51,2,4,1,3,0,8
2019-05-27 23:22:09,12,1221.91,1,564,1996,1,0,23,1,4,0,3,8,2
2019-02-28 23:33:14,8,796.29,1,365,1970,1,0,49,2,4,0,3,3,8
2019-11-30 23:48:05,7,5.66,1,301,1967,1,0,52,2,4,0,3,9,8
2019-10-09 22:40:56,10,18.31,1,218,1995,1,0,24,1,3,0,3,10,8
2020-06-17 23:04:00,7,19.77,0,14871,1974,1,1,46,2,0,0,3,6,7
2019-10-20 22:54:03,11,852.54,0,1274,1949,1,0,70,3,2,1,3,10,4
2019-03-11 00:49:58,4,343.31,0,1271,1958,1,0,61,3,2,0,3,7,8
2019-02-23 01:53:55,2,6.78,1,3764,1966,1,0,53,2,1,0,3,3,3
2019-03-23 01:00:21,12,802.81,0,1577385,1981,1,0,38,2,2,0,3,7,8
2020-06-14 22:50:34,10,21.02,0,1574,1982,1,1,38,2,1,1,3,6,8
2019-02-13 22:00:09,10,20.25,0,641349,1967,1,0,52,2,3,0,3,3,8
2019-02-19 23:04:29,11,1042.38,0,5577,1964,1,0,55,2,4,0,3,3,8
2019-12-27 23:30:16,7,6.63,1,450,1946,1,0,73,3,5,1,3,2,8
2019-06-28 16:31:04,12,765.5,1,2290,1945,1,0,74,3,4,1,1,6,3
2020-05-21 23:27:59,11,990.3,1,17867,1998,1,1,22,1,2,0,3,8,7
2019-01-16 07:33:15,4,301.4,1,4653,1997,1,0,22,1,2,0,2,4,3
2019-02-08 07:08:14,4,257.47,0,16955,1961,1,0,58,2,0,1,2,3,8
2019-08-13 22:02:15,8,804.9,1,632,1989,1,0,30,1,2,0,3,1,8
2019-09-11 12:43:10,9,49.36,1,1758,1957,1,0,62,3,4,0,2,11,8
2019-07-27 01:37:12,2,17.95,1,2470,1968,1,0,51,2,4,0,3,5,8
2019-04-29 03:58:02,3,12.43,0,3343,1990,1,0,29,1,4,0,3,0,7
2019-11-25 02:15:05,4,319.09,1,276896,1997,1,0,22,1,5,0,3,9,8
2020-06-15 22:03:50,11,1000.03,1,21437,1964,1,1,56,2,2,0,3,6,8
2019-07-02 23:01:59,11,1047.13,1,9679,1991,1,0,28,1,1,0,3,5,6
2019-06-22 17:04:47,4,312.09,0,1143,1962,1,0,57,2,4,0,1,6,3
2020-01-31 01:36:51,4,277.95,0,13717,1949,1,1,71,3,4,1,3,4,8
2019-09-13 02:48:27,4,309.49,0,242803,1963,1,0,56,2,4,1,3,11,7
2019-02-28 22:40:32,7,23.05,0,2691,1993,1,0,26,1,1,0,3,3,8
2019-04-19 20:19:49,12,899.06,1,4680,1986,1,0,33,1,2,1,1,0,8
2020-03-09 00:44:22,2,9.6,0,14267,1963,1,1,57,2,4,0,3,7,8
2019-01-09 01:26:27,4,337.06,0,276002,1950,1,0,69,3,4,0,3,4,8
2019-12-30 03:16:57,4,341.96,0,2435,1967,1,0,52,2,4,0,3,2,8
2019-02-17 11:18:05,4,301.36,1,397,1931,1,0,88,3,2,1,2,3,8
2019-01-16 23:32:14,11,1125.31,1,4653,1997,1,0,22,1,2,0,3,4,3
2020-03-01 22:50:12,11,1037.39,1,31515,1971,1,1,49,2,1,1,3,7,8
2019-02-03 02:39:57,4,293.95,1,686,1980,1,0,39,2,4,1,3,3,4
2020-05-14 07:25:13,2,9.38,0,1423,1998,1,1,22,1,1,0,2,8,8
2019-10-18 23:07:40,8,922.26,0,276002,1934,1,0,85,3,4,1,3,10,8
2019-05-18 03:59:45,4,352.09,0,2456,1994,1,0,25,1,2,0,3,8,6
2019-10-18 17:47:29,8,848.19,0,276002,1934,1,0,85,3,4,1,1,10,8
2019-01-15 22:25:55,11,925.74,1,238602,1993,1,0,26,1,4,0,3,4,8
2019-10-03 01:45:58,2,18.69,0,2089,1963,1,0,56,2,1,0,3,10,0
2020-02-21 14:45:53,10,49.1,1,1628,1967,1,1,53,2,1,1,0,3,8
2020-06-21 01:00:08,11,977.01,0,105638,1986,1,1,34,1,4,1,3,6,8
2019-10-20 00:22:33,4,336.65,1,2906700,1996,1,0,23,1,4,1,3,10,8
2020-06-08 22:55:13,1,134.66,0,777,1997,1,1,23,1,4,0,3,6,6
2019-07-05 03:39:22,11,915.93,0,100,1974,1,0,45,2,3,1,3,5,8
2019-11-11 10:42:58,4,347.23,0,1078,1952,1,0,67,3,4,0,2,9,1
2019-04-29 22:55:42,12,1135.74,1,40470,1940,1,0,79,3,4,0,3,0,3
2020-06-19 22:50:19,12,782.81,0,320,1961,1,1,59,2,1,1,3,6,8
2020-06-04 18:20:10,10,21.62,1,1654,1991,1,1,29,1,2,0,1,6,6
2019-10-19 22:11:31,11,951.86,0,276002,1934,1,0,85,3,4,0,3,10,8
2020-03-24 22:07:53,0,412.8,0,5648,1934,1,1,86,3,4,0,3,7,8
2019-07-29 18:49:21,5,22.56,0,635,1973,1,0,46,2,3,0,1,5,1
2020-06-16 03:05:12,4,357.16,0,324,1976,1,1,44,2,1,0,3,6,8
2019-10-14 23:03:18,13,8.56,1,3684,1976,1,0,43,2,2,0,3,10,3
2019-11-28 13:26:09,1,113.15,0,313,1976,1,0,43,2,4,0,0,9,8
2019-07-13 00:38:44,4,291.98,1,1102,1989,1,0,30,1,2,0,3,5,8
2019-05-19 03:03:31,12,966.07,0,2456,1994,1,0,25,1,2,1,3,8,6
2019-08-31 03:14:30,4,322.34,1,1202,1933,1,0,86,3,1,0,3,1,8
2020-01-09 03:04:16,8,695.8,0,2607,1995,1,1,25,1,1,0,3,4,8
2019-04-29 14:48:26,13,2.13,0,1725,1967,1,0,52,2,0,0,0,0,7
2019-11-14 22:00:28,11,799.88,1,601723,1991,1,0,28,1,4,0,3,9,3
2019-12-03 23:53:14,10,21.85,1,7163,1982,1,0,37,2,4,0,3,2,7
2019-09-22 23:19:02,11,1021.36,1,911,1970,1,0,49,2,4,1,3,11,8
2019-01-14 01:31:56,4,325.86,1,4729,1982,1,0,37,2,4,0,3,4,8
2019-05-20 23:14:54,7,24.14,0,5161,1993,1,0,26,1,4,0,3,8,4
2020-03-20 12:41:49,7,20.22,0,5903,1993,1,1,27,1,4,1,2,7,4
2020-06-19 02:58:44,4,315.4,0,320,1961,1,1,59,2,1,1,3,6,8
2019-01-30 23:37:19,12,801.76,1,2060,1983,1,0,36,2,4,0,3,4,8
2019-04-20 04:37:24,2,10.05,1,1022298,1976,1,0,43,2,1,0,3,0,4
2019-09-13 00:17:50,4,323.37,1,60,1942,1,0,77,3,0,1,3,11,8
2019-02-01 01:35:05,12,791.99,0,399,1977,1,0,42,2,1,1,3,3,8
2019-11-22 02:10:13,1,128.06,0,224256,1985,1,0,34,1,4,1,3,9,8
2019-10-21 04:48:37,4,315.05,0,1274,1949,1,0,70,3,2,0,3,10,4
2019-06-30 22:44:05,4,329.28,0,969,1954,1,0,65,3,4,1,3,6,3
2019-11-15 23:24:34,8,941.5,1,1080,1979,1,0,40,2,1,1,3,9,4
2020-04-21 01:30:10,3,13.2,0,215,1968,1,1,52,2,1,0,3,0,8
2020-03-16 22:34:34,11,861.79,0,759,1956,1,1,64,3,0,0,3,7,8
2019-09-11 23:59:39,11,986.88,1,673342,1969,1,0,50,2,1,0,3,11,8
2019-12-31 23:59:23,11,1203.86,1,168,1978,1,0,41,2,2,0,3,2,8
2019-08-17 23:29:59,11,1025.63,0,1363,1940,1,0,79,3,4,0,3,1,6
2020-04-07 03:42:46,4,379.0,0,2523,1988,1,1,32,1,1,0,3,0,8
2020-02-14 01:23:57,4,319.09,0,260,1956,1,1,64,3,0,1,3,3,8
2019-08-02 22:42:00,11,1084.5,1,16163,1987,1,0,32,1,1,1,3,1,0
2020-06-07 02:31:22,11,1065.91,0,242,1987,1,1,33,1,1,1,3,6,8
2019-05-01 23:23:53,10,21.99,0,67082,1970,1,0,49,2,4,0,3,8,8
2019-01-19 23:40:08,6,238.27,0,5950,1971,1,0,48,2,2,0,3,4,7
2020-01-11 01:24:48,2,13.79,1,68211,1934,1,1,86,3,4,0,3,4,4
2020-01-12 12:58:24,12,961.01,0,6460,1959,1,1,61,3,2,1,2,4,0
2020-04-07 00:39:10,4,311.96,0,4913,1966,1,1,54,2,4,0,3,0,8
2019-10-19 23:23:28,11,1063.85,1,7268,1988,1,0,31,1,3,0,3,10,8
2020-05-10 22:22:12,10,47.91,1,1414,1958,1,1,62,3,4,1,3,8,8
2020-06-05 19:39:11,11,911.55,0,2856,1926,1,1,94,3,4,1,1,6,8
2020-05-19 23:39:46,12,876.21,1,92337,1967,1,1,53,2,3,0,3,8,8
2019-09-19 00:23:09,9,8.67,0,5216,1993,1,0,26,1,4,0,3,11,8
2019-03-14 22:43:46,11,951.95,1,478404,1940,1,0,79,3,5,0,3,7,4
2019-02-26 17:48:05,4,310.49,1,568,1969,1,0,50,2,1,0,1,3,8
2019-05-06 22:36:08,11,1000.13,1,4474,1976,1,0,43,2,1,0,3,8,8
2019-06-30 23:59:39,11,890.66,0,502,1960,1,0,59,2,4,1,3,6,8
2020-01-08 00:09:43,4,311.47,0,2607,1995,1,1,25,1,1,0,3,4,8
2019-08-12 22:06:44,11,998.42,1,823,1982,1,0,37,2,2,0,3,1,8
2019-03-30 23:52:19,11,934.9,0,10295,1997,1,0,22,1,4,0,3,7,8
2020-06-03 22:19:36,12,810.62,1,1654,1991,1,1,29,1,2,0,3,6,6
2019-10-11 22:32:27,8,683.67,1,732,1956,1,0,63,3,1,1,3,10,8
